id,tmdb_id,title,original_title,tagline,overview,runtime,budget,revenue,release_date,status,popularity,vote_average,vote_count,original_language,poster_path,backdrop_path,teaser_link,trailer_link,awards,is_active,user_ratings_count,streaming_platforms,cached_average_rating,homepage,spoken_languages,production_countries,belongs_to_collection,imdb_id
237,1381705,Mnemonix,Mnemonix,The legendary laws of robotics need to be rewritten.,"Following the death of half of the global population by a virus, a scientist has introduced a new form of life: the Mnemonix.",0,0,0,2025-12-22,Planned,0.514,0.0,0,,,,,,[],1,0,[],,,[],[],[],
4448,1390836,The Late Night show With Jimmy Moon,The Late Night show With Jimmy Moon,A time traveling talk show? What's next!,A Charismatic talk show host is on the air with Hollywood's finest directors from the industry's past and present.,22,0,0,2024-12-20,Released,0.631,0.0,0,,/zyR8WQ0QHDgCpFiq6pTAYtvJsA3.jpg,/5qql0GDLWGgbSOXqmmj6p2nYniz.jpg,,,[],1,0,[],,,[],[],[],
2172,1073588,Two Women,Deux femmes en or,,"Violette and Florence no longer understand what is happening to them. Respectively, on maternity leave and off work, one is on edge, the other no longer feels anything. The neighbors are both filled with a feeling of failure: despite their careers and families, they are not happy. Florence's first infidelity will be a revelation. What if happiness was rebelling against our rigid society of performance? In a context where having fun is very low on the list of priorities, sleeping with a delivery guy is perhaps downright revolutionary. For Violette and Florence, it will be the breath of fresh air they were hoping for.",100,0,0,2025-01-25,Released,15.56,0.0,0,,/4TCAsaSIUTLNRfzGIYsmiyBW3E9.jpg,/kgz5mxoIMIx9DORgo23q5SMHmsw.jpg,,,[],1,0,[],,,[],[],[],
5780,1370085,The Orange,ក្រូច,,"Two childhood best friends reconnect after years of separation. Chay, a Phnom Penh resident, helps Lyer, who comes from the countryside, get a job as a projectionist in the city. A film screening prompts them to wonder about their future together.",16,0,0,2024-12-07,Released,0.001,0.0,0,,/4v1PuJr0h9hDkZyDqXaIaRoOPEF.jpg,,,https://www.youtube.com/watch?v=AbxVlT3LHjI,[],1,0,[],,,[],[],[],
7067,1394278,Sonst War Es Still,Sonst War Es Still,,"Witnesses recount how they experienced the bombing raid on Freiburg, a city in southern Germany, on November 27, 1944. At the time, they were still children. They also provide insights into how these experiences and the wartime period shaped their lives and how they view today’s world through the lens of those events.",44,0,0,2024-11-27,Released,0.432,0.0,0,,/xIG1J3IofXWnau5OCtpKgn0GhuF.jpg,,,,[],1,0,[],,,[],[],[],
21921,1068625,Engaged to be Murdered,Engaged to be Murdered,,"Amanda will stop at nothing to keep her son Jackson from marrying Olivia, whom she believes is after his money.",90,0,0,2023-01-02,Released,1.596,5.2,6,,/o2yWiKKE4kzIYRQLEiJdg2epzCS.jpg,/uU6EgJ5TEKuwnQkwl14M5Mc0Pjz.jpg,,,[],1,0,[],,,[],[],[],
29298,615904,Marry Me,Marry Me,Say yes.,"Pop superstar Kat Valdez is about to get married before an audience of her loyal fans. However, seconds before the ceremony, she learns about her fiance's cheating ways and has a meltdown on stage. In a moment of inspired insanity, Kat locks eyes with a total stranger in the crowd and marries him on the spot. As forces conspire to separate the unlikely newlyweds, they must soon decide if two people from such different worlds can find true love together.",112,23000000,44000000,2022-02-09,Released,14.447,6.65,1017,,/ko1JVbGj4bT8IhCWqjBQ6ZtF2t.jpg,/vdQdA6sAqnTbkyxGh6lpoEvNfEG.jpg,,https://www.youtube.com/watch?v=Ebv9_rNb5Ig,[],1,0,[],,,[],[],[],
23230,1192615,La Fille de l'assassin,La Fille de l'assassin,,,0,2030000,0,2023-11-25,Released,2.195,7.1,5,,/x3inbzgT0tWr4yQwHqdSAxcNdww.jpg,/kLxxoxIzTKVyleKA1hLwgKVXWT.jpg,,,[],1,0,[],,,[],[],[],
23828,1138915,Gli ospiti,Gli ospiti,Which of them is not the intruder?,In a cottage on the outskirts of Rome a group of people are guests for dinner at the owner’s house. Which of them is not the intruder?,0,0,0,2023-10-12,Released,0.89,6.69,13,,/rYvNZguPyNPvD2PSakBPEpQZ6cX.jpg,/pAf7f6NQHNirkSJojeivlP4HBgs.jpg,,,[],1,0,[],,,[],[],[],
18639,1233286,"80's, la vague américaine","80's, la vague américaine",,,0,0,0,2024-01-18,Released,0.164,7.0,1,,/lvmsDJTVsFP9A4jlj5H4HO2WInP.jpg,/5Ebjr6S9hluqDT2ypaZLvOtAUYt.jpg,,,[],1,0,[],,,[],[],[],
5219,1401416,"Vladimir Carvalho, Cinema e Memória","Vladimir Carvalho, Cinema e Memória",,"An affectionate conversation about the life and work of one of Brazil's greatest documentarians. Vladimir Carvalho opens the doors of Cinememória to Marcia Zarur's crew. Generously, he shares every detail of the Cinema Museum: pieces and equipment carefully collected over more than half a century. These objects tell the story of cinema in Brasília, Brazil, and the world, and, above all, reflect a lifelong passion for the art of filmmaking. The short film offers a joyful and lighthearted account, which turned out to be the filmmaker's final interview. Vladimir Carvalho suffered a heart attack an hour after the team left the site and passed away two weeks later.",23,5,0,2024-12-12,Released,0.783,0.0,0,,/ocDoYkrwJOWyd5ZXE7JqZEZ75KJ.jpg,,,,[],1,0,[],,,[],[],[],
16799,1242133,Rothko,Rothko,What will you leave?,"Dorian sits in a room with Basil. Consumed by grief and guilt over the death of Sibyl, he confides in the man.",6,1000,0,2024-02-09,Released,0.392,0.0,1,,/3GwsKyqka72S4PUE8oTXAFqJXB4.jpg,/E40kYuTTR8kTjwZjgO8pVquYGa.jpg,,,[],1,0,[],,,[],[],[],
6095,1391409,Biggest Heist Ever,Biggest Heist Ever,,Their crimes earned them the nickname Bitcoin Bonnie and Clyde — and the story only gets weirder in this documentary about the most lucrative heist ever.,87,0,0,2024-12-05,Released,1.466375,6.19,16,,/wIS7g0i09afNbHQ9VHRnP8PErTs.jpg,/bAAOUDcLDV93cASAXtAxqOj8tO3.jpg,,https://www.youtube.com/watch?v=4yzcg2rtMnI,[],1,0,[],,,[],[],[],
21456,1074788,A Heidelberg Holiday,A Heidelberg Holiday,Just a German-fashioned love story.,"Heidi heads to the Heidelberg Christmas market to sell her hand-painted ornaments. While there, she falls for a local artisan who helps her reconnect with her lost heritage.",84,0,0,2023-11-12,Released,2.794,6.5,26,,/zSjUQ5EpOf4ytijx5X1bQefYfwp.jpg,/4PYs2vkVXDtKIiZTgVXP4geqzZ4.jpg,,https://www.youtube.com/watch?v=ibjqXBiVPCs,[],1,0,[],,,[],[],[],
17480,1293531,Pierre de Coubertin : Grandeur et mystères du père des J.O.,Pierre de Coubertin : Grandeur et mystères du père des J.O.,,,0,0,0,2024-05-21,Released,0.181,8.0,1,,/t5IwryZgtphQUxjdQO4rAYcuXtS.jpg,/ddAP58vFIEpzRdqiFRxMd5lsow3.jpg,,,[],1,0,[],,,[],[],[],
18629,1252595,"Platónico, platónica","Platónico, platónica",,,0,0,0,2024-03-01,Released,0.179,5.0,1,,/kwAnBxAVnIVEXAzVXlFyZSLLDad.jpg,/huLXrRz5LN10QTMECJC3yGPRi9u.jpg,,,[],1,0,[],,,[],[],[],
4829,1397126,Vestígios,Vestígios,,,0,50,0,2024-12-16,Released,0.854,0.0,0,,/1fdRE7HRGdYyEloFpZSPhf1lmSJ.jpg,,,,[],1,0,[],,,[],[],[],
26391,1088982,The Burial,The Burial,Nothing is what it seems.,"When Molly’s boyfriend gets a phone call from his estranged brother, she thinks nothing of joining him on an impromptu family reunion at a remote cabin. However, she soon finds herself taking charge of a deadly situation when the trip’s true purpose is revealed and good intentions lead to a conflict with pure evil.",82,0,0,2023-03-03,Released,0.406,2.0,1,,/kib1qHImOwHduywwEEMkElBHVKk.jpg,/9GFrk6CPvf63kUEshXv1UN4AlCY.jpg,,https://www.youtube.com/watch?v=nVJaqBz-uNk,[],1,0,[],,,[],[],[],
16776,1277204,Poppycockical,Poppycockical,"NONSENSE, HOGWASH, BLATHER, BLETHER, BALONEY, GIBBERISH, POPPYCOCK.",Two simultaneous tales of nonsensical anti-climax.,4,0,0,2024-04-18,Released,0.328,9.0,1,,/l7XbkMgY2aFo64treJgHqUdl9xd.jpg,,,https://www.youtube.com/watch?v=Ee4uYg-a2Xw,[],1,0,[],,,[],[],[],
28010,1151030,Draculaw,Draculaw,HE'S A SUCKER FOR THE RULES.,"In a world corrupted by power and greed, ""Draculaw"" presents the story of The Counselor, an evil lawyer with a sinister agenda. Exploiting the legal system's loopholes, The Counselor orchestrates an intricate web of needless laws that surreptitiously rob people of their precious time. With each stroke of his pen, he ensnares innocent lives, stealing their moments to fuel his insatiable hunger for control. As chaos mounts and society teeters on the brink of collapse, a courageous lawyer, Arc, armed with truth and determination, steps forward to expose The Counselor's malevolent schemes. Can Arc and his friends fight The Counselor and his Band of Monsters to restore the balance of Justice before it's too late? With horror, humor, action, and romance, ""Draculaw"" delivers a fun thrill ride.",104,0,0,2023-07-09,Released,0.232,10.0,2,,/9UAuGzZgTbKUP2bOGBNUqe6atI.jpg,/ppNn7DI3tH3yNMCD4vnnpssn7ZQ.jpg,,,[],1,0,[],,,[],[],[],
26236,1201232,The Promotion,Εξέλιξη,,"2012. Nikos lives in Athens. He is a film director who teaches film direction at the University of Thessaloniki. Today he will ask his father, Mr. Andrikos, to accompany him to the swearing-in ceremony for his promotion to the higher rank at the University - a father-son train journey, with time running backward.",99,0,0,2023-11-16,Released,0.676,7.0,1,,/ceQ00px3crJatTAXFMPScqzJCt0.jpg,/f6fgDz9i4UDAk8KiwpPA7n1rZ50.jpg,,https://www.youtube.com/watch?v=6Ki3QkuEeJs,[],1,0,[],,,[],[],[],
7746,1266524,Son-in-Law,Зять,,"In the center of the plot is an exemplary husband and exemplary father Oleg. His life is measured and planned for years to come. But fate has its own plans: the young beauty daughter Alyona falls in love with the once best friend and peer of her father Anton, with whom they are united not just by friendship in the distant past, but by a stormy youth in all respects. So stormy that Oleg prefers to keep it a secret even from his family. As a loving father, Oleg is simply obliged to prevent the union of his only daughter with an immoral type, whose past makes him the worst candidate for son-in-law in the world. Anton continues to live that reckless life that both lived 30 years ago, but Alyona seems to like just such guys.",0,0,0,2024-11-21,Released,1.7777500000000002,7.3,3,,/1fQdO1yY5J32a66jU8koLvOnTex.jpg,/t6UzxoepyB5exJuKDYVtTqhRkVQ.jpg,,,[],1,0,[],,,[],[],[],
27398,1233004,The Jennifer Meyers Story,The Jennifer Meyers Story,,"A mock true crime episode covers the 1988 disappearance of a fictional teenager named Jennifer Meyers, but the reenactments are acted out with crudely made mini models. As the episode progresses, we learn more about the woman constructing and operating the reenactment mini models and the danger lurking in her one bedroom apartment.",12,0,0,2023-04-26,Released,0.379,10.0,1,,/yassQkMM8nVGYvdOxJfApG98G35.jpg,,,https://www.youtube.com/watch?v=irgFuLbv7n8,[],1,0,[],,,[],[],[],
26733,1181274,Chappelle's Home Team - Luenell: Town Business,Chappelle's Home Team - Luenell: Town Business,,"Fasten your seatbelts as Luenell sounds off on bad seatmates, first-class feuds, sockless babies and more travel mishaps in this brash stand-up special.",33,0,0,2023-09-26,Released,0.779,6.2,5,,/qUQdT3LYbv2DRzkBfF75YOyBb7D.jpg,/6OdrIKgJm7witxFZLGusVsnbOiu.jpg,,https://www.youtube.com/watch?v=P7MAI5wwEqQ,[],1,0,[],,,[],[],[],
6706,1395365,Sleep Sleep Sheep,Sleep Sleep Sheep,,Where do sheep called to sleep come from and where do they go?,5,0,0,2024-11-30,Released,0.686,0.0,0,,,,,,[],1,0,[],,,[],[],[],
11944,1022054,All the Lost Ones,All the Lost Ones,THE FIGHT FOR TOMORROW BEGINS...,"A near-future civil war is sparked by government-imposed measures due to climate change. Nia, her sister Penny, and her boyfriend Ethan are hiding out when a militia leader and his followers arrive on their doorstep.",105,2000000,0,2024-09-19,Released,1.377875,4.8,4,,/fxaWzzG39pnrq4Z0qNu7XQtYRsy.jpg,/z0fceFOpjNnQD1DIpI8Cncqt36e.jpg,,https://www.youtube.com/watch?v=2j4biLkPEsg,[],1,0,[],,,[],[],[],
9822,1422478,Ways of Knowing: A Navajo Nuclear History,Ways of Knowing: A Navajo Nuclear History,,"The American Southwest holds a dark legacy as the place where nuclear weapons were invented and built. Navajo people have long held this place sacred, and continue to fight for a future that transcends historical trauma. This is their story.",22,0,0,2025-03-08,In Production,1.219,0.0,0,,,,,,[],1,0,[],,,[],[],[],
14565,1339179,hololive English 2nd Concert - Breaking Dimensions Day 2,hololive English 2nd Concert - Breaking Dimensions Day 2,"Break conventions, run right through!","Day 2 of hololive English 2nd Concert held at the King's Theatre in Brooklyn, New York and streamed online by SPWN on August 24th and 25th, 2024.",120,0,0,2024-08-24,Released,1.619,10.0,1,,/h9nJy8cRepKKQn94yEr6byPUnpK.jpg,/7FXKm6Ic8XegVE1oU6FXicsQQpX.jpg,,https://www.youtube.com/watch?v=VQl-hdoxGTc,[],1,0,[],,,[],[],[],
12511,1140222,A Lot Like Paris,Pare parecchio Parigi,,Three estranged siblings arrange a fake trip to Paris to fulfill the wish of their terminally-ill elderly father.,96,0,0,2024-01-18,Released,0.801125,5.9,81,,/tgfhjhrvd7QHxpEZ7MyoC8icXPq.jpg,/9B7d3k6nhAcOSPjbMmjBFGnR9I5.jpg,,,[],1,0,[],,,[],[],[],
20581,1146249,Cabin Girl,Cabin Girl,Insane in the membrane.,"When a van-life influencer moves into an isolated cabin, she discovers the home has a dark history and becomes haunted by a troubled spirit.",88,0,0,2023-07-12,Released,3.067,5.11,18,,/hca3PedvFt1I9wRaoIPehdZCkgo.jpg,/eNopYAzvtfvaj1yCI0AeVAOlHzU.jpg,,https://www.youtube.com/watch?v=ENf3bIh25NI,[],1,0,[],,,[],[],[],
20967,1052152,Katak: The Brave Beluga,"Katak, le brave béluga",You don't need to big to be brave.,"While his peers have all turned white, Katak is still small and grey. To prove that he has grown up and to grant the last wish of his adored grandma, Katak departs on a perilous journey to the Great North.",79,0,0,2023-02-24,Released,4.107,6.0,8,,/fuJlXADTxAzHWR0XK8tR4DEsJGb.jpg,/fyL3uNgrxtDvLecbDvXFoZqber.jpg,,https://www.youtube.com/watch?v=GNws8fkEHUo,[],1,0,[],,,[],[],[],
2968,1417909,Klopp: From Doubters to Believers,Klopp: From Doubters to Believers,"His Story, His Journey, His Words.","Through hundreds of hours of footage that covered Jurgen Klopp's tenure at Liverpool Football Club, this documentary captures the highs and lows of the German manager's time with the club, and how he turned Liverpool supporters from doubters to believers.",120,0,0,2025-01-10,Released,2.268,0.0,0,,/rSxSYnjvaZONYLCwwKBGsMTKws2.jpg,/mETqezrdAW0eD9fddiq9xCeNbCP.jpg,,https://www.youtube.com/watch?v=1n7jbwLFkb0,[],1,0,[],,,[],[],[],
28028,1147305,Unaad,Unaad,,Bandya and his two companions are members of the Konkan-born Koli ethnic group. The three young people embark on a quest and encounter some obstacles along the way. Tune in to the movie to know more about their hardships.,0,0,0,2023-10-29,Released,0.232,2.0,1,,/8TOCrrz9IueP3lGiyrrVvP0wgJC.jpg,,https://www.youtube.com/watch?v=GNoquOl27BE,https://www.youtube.com/watch?v=lGTjxQavLc4,[],1,0,[],,,[],[],[],
3697,980115,*****… (Los Asteriscos…),*****… (Los Asteriscos…),,"Waiter #2 is the character of a movie who interprets himself and becomes self-aware. Sarah is a kleptomaniac with a fond for kid's bicycles trying to overcome her sickness. Sami is a mascot costume who discovers contemporary dance and desires to become a professional dancer. Lazarus enjoys watching people die, since he was resurrected 2000 years ago and became immortal. These characters reunite in a drugsture to find the meaning of life.",0,0,0,2024-12-31,Released,0.942,0.0,0,,,/nZ7AJmwiTB5yGvygN8rNj5IuEuN.jpg,,,[],1,0,[],,,[],[],[],
29629,841524,The Eighth Clause,La octava cláusula,,"Kat and Borja appear to be a perfect couple, but as in every marriage they keep secrets, lies and infidelities that will come to light the night an unexpected visitor arrives.",80,0,0,2022-04-29,Released,7.12,3.4,11,,/5CbVMeLvaGn87gx05waiIJ0JySr.jpg,/uA0nUh1JerC4TkNiTzwS4B5kjTN.jpg,,,[],1,0,[],,,[],[],[],
4912,1341119,A Royal Christmas Ballet,A Royal Christmas Ballet,,"A retired ballerina is pressed into service working with a visiting team of royal ambassadors to put on the season's performance of ""The Nutcracker"" and finds herself center stage in an unexpected Christmas romance.",0,0,0,2024-12-15,Released,1.897,4.5,2,,/9PwwxYqfxttIWQj7TUHwjQx7Aqh.jpg,/sFz6gHUlE0wXLVQENx8XqODvkHE.jpg,,https://www.youtube.com/watch?v=m3HN_idFoPE,[],1,0,[],,,[],[],[],
15850,1275149,Yi Mei Returns,一眉归来,,,64,0,0,2024-04-16,Released,0.403,6.0,1,,/hFzsvsjhyfUQBsVTfjekCshq7O9.jpg,,,,[],1,0,[],,,[],[],[],
12985,1213925,Capture the Moment Day 1 Stage 1,hololive 5th fes. Capture the Moment Day 1 Stage 1,Capture The Moment,"Day 1 / Stage 1 for “Capture the Moment”  Savor it.  Treasure it.  Continued growth since 1st fes.  Cherished memories. Emotions.  A future that is built to last.  And this moment is no less precious.  Treasure every moment, most importantly this very one. Here, now.  In staying true to those ideals, hololive 5th fes. will take place on a three-sided stage – an unprecedented and monumental first for hololive production!  Connecting past, present, and future, we aim to hold a performance the likes of which have never before been seen.",165,0,0,2024-03-16,Released,1.3566250000000002,9.5,4,,/s3zdvV65QjOCCjU2apzw8f8T3k4.jpg,/ceW3OuY0kAA0C4TGOGByasx9ZPj.jpg,,,[],1,0,[],,,[],[],[],
14842,1359870,Fabrizio Copano: Live From Caupolicán,Fabrizio Copano: Live From Caupolicán,,"In his latest stand-up special, Fabrizio Copano brings his signature sharp humor and clever insights to the stage. With a mix of personal anecdotes and astute observations, he explores modern life, cultural quirks, and the absurdities of everyday experiences. Copano's energetic delivery and quick wit make for an unforgettable comedy event that keeps the audience laughing from start to finish.",57,0,0,2024-09-20,Released,0.776,6.0,1,,/mSlgjygiIyJyCQ9JoAby0tTdqQ2.jpg,/sUUboYqCvNI4TP0l6ieyscLYDvB.jpg,,,[],1,0,[],,,[],[],[],
23876,1080481,Call Me Dancer,Call Me Dancer,,"Manish is a talented and athletic street dancer from Mumbai who dreams of becoming professional against the wishes of his struggling parents. He meets a curmudgeonly Israeli ballet master who gives him the determination to keep going. But when he is pitted against another boy who’s got the attention of the top school in the world, Manish realizes he must push himself to his physical limits if he has any chance to succeed.",84,0,0,2023-02-09,Released,1.322,8.7,3,,/maw8eSXXNVbnHrvl6sNdwBrmSPU.jpg,/ilcQsBr9u1iy6f2yzVyctsfyY2D.jpg,,,[],1,0,[],,,[],[],[],
20840,1212410,Paper Bride,纸新娘,,The story takes place in the Republic of China and revolves around a shady wedding paper bride in a deep house where a curse that spans ten years unfolds.,91,0,0,2023-12-02,Released,5.5,6.5,2,,/2i0WNe9WYCIbdxBT0WE1EUmbyOw.jpg,/llVQOX5IRnpZMPeqr2E5b6sKhvQ.jpg,,https://www.youtube.com/watch?v=opaHZNNXe1w,[],1,0,[],,,[],[],[],
3401,1414247,Vladimir Cauchemar aux Francofolies 2024,Vladimir Cauchemar aux Francofolies 2024,,,0,0,0,2025-01-01,Released,0.938,0.0,0,,/8fvKsh7JKaCFbv1lROdwpwbaPAW.jpg,,,,[],1,0,[],,,[],[],[],
935,1354532,Sandbot,Sandbot,,,0,0,0,2025-04-09,In Production,0.883,0.0,0,,/ujQLM3gygrdLVPdwmvlaNiJPjdT.jpg,,,,[],1,0,[],,,[],[],[],
11742,1214871,Onegin,Онегин,,"Evgeniy Onegin lives in grand style: balls, receptions, theater premieres and other frivolities the capital can offer a young man. But social life has long tired him, so he perceives the news of the illness of his uncle living in the village as an opportunity to escape. However, having reached the estate, Onegin learns about the death of a relative, which, however, does not upset Evgeniy too much. His financial affairs are very sad, and his uncle is rich and has no other heirs. Onegin locks himself in the estate, living in aimless solitude until the owner, who has returned from abroad, appears at the neighboring estate – a young, enthusiastic Vladimir Lenskiy, not yet satiated with life, who introduces Evgeniy to sisters Tatyana and Olga Larin.",141,0,0,2024-03-07,Released,3.420125,8.1,8,,/ij4JmYxUhFAUYWWW3jcCCZvgQt7.jpg,/ixbvPVmeO9iOBskweaDZrsgPW3P.jpg,,,[],1,0,[],,,[],[],[],
4313,1405860,Rétro F1 2024 : Puissance Max,Rétro F1 2024 : Puissance Max,,"Race summaries, analysis and interviews with F1 drivers... Get to the heart of the F1 paddock thanks to Canal+ !",90,0,0,2024-12-21,Released,2.32,0.0,0,,/mg9ZISsRRIyopW3QnSQoDzMtjI8.jpg,,,,[],1,0,[],,,[],[],[],
12764,1242747,The Hardest Hour,Довга доба,,"The unique testimony of the tragic events and crimes of russia through the eyes of Ukrainians, which the entire world must see and feel. Film was created from 200 hours of chronicles: survival, resistance, and life during the war. Every minute was filmed by Ukrainians with their mobile phones. Each story in the documentary is a film captured and filmed by Ukrainians on their devices.",122,0,0,2024-02-10,Released,0.6288750000000001,8.0,2,,/rIKrg99LuMw0ml0Ip4Rl5WtkzFp.jpg,/399W7rxmagGqfMkIri9HwmwR1WV.jpg,,https://www.youtube.com/watch?v=TJN1XLz2Ypo,[],1,0,[],,,[],[],[],
12086,995749,"Bonnard, Pierre and Marthe","Bonnard, Pierre et Marthe",,"When French painter Pierre Bonnard met Marthe de Méligny, he didn’t know this self-proclaimed aristocrat would become the cornerstone of his life and work. From this moment, she became more than just a muse for the “painter of happiness”, appearing in more than a third of his work. Together, they reached their artistic fulfillment thanks to a colourful love, different from the standards of their time, nurturing the great mystery around their relationship. Based on a true story.",122,0,2391017,2024-01-10,Released,3.794,6.42,47,,/1QOJAXMGV3wMVM2CwvuJQRtiLx8.jpg,/5lJi60sftEZ4dJw7gSRTmzU71fJ.jpg,,https://www.youtube.com/watch?v=qLiEfbuLBPE,[],1,0,[],,,[],[],[],
14030,1237081,Hatıran Yeter,Hatıran Yeter,,"Baha's life, who had a much more difficult and lonely childhood than his peers, because he lost his hearing as a result of meningitis when he was a baby, changes when he meets Leyla, who is deaf and mute like him. However, there will be great obstacles in the way of their happiness, and Baha will have to go through great struggles.",138,0,800000,2024-02-16,Released,0.928875,10.0,1,,/wFBszSskJV3pgKBxyAxyZxIun2y.jpg,,,,[],1,0,[],,,[],[],[],
4528,1404366,Edith: Porsche's Volcano Ascent,Edith: Porsche's Volcano Ascent,documentary,"EDITH: VOLCANO ASCENT documents the journey of a small team attempting to set a world altitude driving record on Chile's Ojos del Salado, the highest active volcano on Earth, in a specially modified Porsche 911 named Edith.",51,0,0,2024-12-19,Released,0.505,5.3,3,,/nsyC0IzxMfDcbmXPed9mo2YKJLm.jpg,/9KntpeJmgupW7exoDYNx6kyS89G.jpg,,https://www.youtube.com/watch?v=ZaVgdjNifCA,[],1,0,[],,,[],[],[],
1075,1141489,Raptures,Rörelser,,"Rakel is a strict Christian believer living in the far north of 1930s Sweden. When her husband forms a sectarian movement, with directions straight from God, she has no choice but to join the increasingly explicit cult.",106,0,0,2025-03-21,In Production,2.463,0.0,0,,/45eY7VsNiPYAsMGjJr0LPGd8wcq.jpg,/1EgrimJdCTseHLx7Uz73MrnXOep.jpg,,https://www.youtube.com/watch?v=n5sAdxJfN1Y,[],1,0,[],,,[],[],[],
31983,1435662,Pee,Pee,,"A man hitting a tree at night gets yelled at by one of the residents of the area, but he doesn't leave it at that.",1,0,0,2025-02-16,Released,0.0,5.0,1,,/smlaP5U1UJcUfyhSvZOH7n41LpE.jpg,,,https://www.youtube.com/watch?v=8DUiuQj0ffg,[],1,0,[],,,[],[],[],
13209,1238258,Romeo,ரோமியோ,,"Leela, an aspiring heroine, is forced to tie the knot with Arivu, 35-year-old Malaysian return simpleton hailing from the same village. After knowing that Leela did not sign up for him or the wedding, Arivu decides to win his wife’s heart,and also confronts with his buried past.",146,0,0,2024-04-11,Released,1.32075,4.5,2,,/tvonnJOEIhE5oH3Gfy9kZTHTxOn.jpg,/kCh0NRVNzdZKudTuJDCMvkVCXHJ.jpg,,,[],1,0,[],,,[],[],[],
3107,1396672,Out of Pocket,Out of Pocket,Danielle is about to learn that either way... she has to pay.,"Danielle, a Type 1 Diabetic, plans to make contraband insulin with the help of Max, an experienced thief.",65,0,0,2025-01-09,Released,1.382,0.0,0,,/n9O3mnNY559AiDBGzhKzwa45FL5.jpg,/hDsxJS2ZwF9KoGncAZxgfR68H0u.jpg,,,[],1,0,[],,,[],[],[],
23328,1158529,When Frank Met Carlitos,Cuando Frank conoció a Carlitos,,"According to an anecdote that has been going around the Internet for several years, in 1934 Gardel was performing on NBC in New York when he was introduced to a young admirer who was eager to meet him. As it turns out, he was none other than 19-year-old Frank Sinatra. Nobody is certain about whether that meeting happened or not but rumor has it that during the night, Gardel and Sinatra were locked in a dressing room together.",72,0,0,2023-08-18,Released,1.239,8.1,7,,/qQt9OfVrERXj0TNHflKLoStsD9Q.jpg,/odltrridndxcqMpw7vI47vX9QU5.jpg,,,[],1,0,[],,,[],[],[],
13290,1255316,Stay Mum,かくしごと,,"Chisako Satoya, a writer, and her father, Kozo, had a long-standing feud and had been living apart for a long time. However now that Kozo, who lives alone, has dementia, she returns to her hometown to begin taking care of him.",128,0,0,2024-06-07,Released,0.47,4.0,1,,/oF0b5B1m4nKL8jk4bLDmA7NECeu.jpg,/etEXDnXVAJOVpQtitGGkKF03SQK.jpg,,,[],1,0,[],,,[],[],[],
25278,1079498,A UFO Intruder,突撃！隣のUFO,,Taki joins the UFO Research Laboratory (URL) trying to find his wife and children kidnapped by the aliens.,77,0,0,2023-02-03,Released,1.302,6.0,1,,/pVJhgeENmgKE3IeFjCUDiuDvCQn.jpg,/o61B1JRIErPL29UImGlD7t3hrFG.jpg,,https://www.youtube.com/watch?v=dSNPvbaySbk,[],1,0,[],,,[],[],[],
3973,191262,Tsunami: The Wave That Shook the World,Tsunami: The Wave That Shook the World,,The 20th Anniversary documentary film about the 2004 Indian Ocean tsunami as told by survivors.,54,0,0,2024-12-26,Released,1.128,0.0,0,,/q2nLYJJpt9CNtpcAh3cOehHvTNW.jpg,/8kJJCHHaOj2ezbl5Tgs3xYwBClb.jpg,,,[],1,0,[],,,[],[],[],
30869,1205229,Night of the Zoopocalypse,Night of the Zoopocalypse,Don't feed the animals.,A wolf and mountain lion team up when a meteor unleashes a virus turning zoo animals into zombies. They join forces with other survivors to rescue the zoo and stop the deranged mutant leader from spreading the virus.,92,12000000,3880292,2025-01-23,Released,4.62925,5.4,6,,/nCejOVZcOxKS27nnbh28NKXOdXF.jpg,/h2SEtzuABKmcZAnKBJ1za3kETTY.jpg,https://www.youtube.com/watch?v=j-_JiXhEQzA,https://www.youtube.com/watch?v=_o3M6nU590Y,[],1,0,[],,,[],[],[],
6927,1396923,Ian and Eamon Productions Presents: A Thanksgiving Classic: The Fountain of Youth,Ian and Eamon Productions Presents: A Thanksgiving Classic: The Fountain of Youth,,"The great explorer Francisco Dickinson has been sent out to find a fountain of youth. After he discovers an ancient and old gateway, it seems hes bit off more than he can chew...",8,0,0,2024-11-28,Released,0.398,0.0,0,,/oZDwtH1MwH6ROFpCCxEm2N7QZ5H.jpg,,,,[],1,0,[],,,[],[],[],
5821,1401694,No Hamburg No Beatles,No Hamburg No Beatles,,"“We were born in Liverpool but grew up in Hamburg” John Lennon.  This feature documentary seeks to find the truth in those words. The long and winding road that the Beatles took to worldwide fame passed through Hamburg, Germany in the early 1960s. Only a couple of years before they became household names, the former “Quarrymen” were cutting their musical teeth on nightclub stages in Hamburg. In the 15 years after the end of WW2 Hamburg had become the vice capital of Europe. Its neon lit streets were home to sailors, prostitutes, drug dealers, gangs and low life. The group was still developing. At the time of their first Hamburg adventure, George Harrison, was only 17 years old. They were all still very young men, and their group was virtually unknown. By the time of their last German visit in 1966, the Beatles were a worldwide phenomenon.",55,0,0,2024-12-06,Released,1.2695,7.5,3,,/jyxXoTAvoZt9FzgVS7d8ikMpsnO.jpg,/dH8roBOIj2JILWx7MSkOz7F32JW.jpg,,https://www.youtube.com/watch?v=MQuIQ_GpnyU,[],1,0,[],,,[],[],[],
